EQUIP_ID;EQUIP_NOM;ADRESSE;EQUIP_WEB_LIEN;DOMAINE_NOM;SOUSDOM_NOM;ADRESSE_ID;TELEPHONE;COURRIEL;HORAIRE;DESCRIPTION;INFO_SUPP
404;Maison des Habitants Teisseire - Malherbe;110 Avenue Jean Perrot;;Institutions et Services Publics;Services municipaux;5159;04 76 25 49 63;cs.teisseire@ccas-grenoble.fr;Lundi au vendredi : 8h45-12h15 / 14h-17h30 Jeudi : 8h45-12h15 / 16h30-17h30 ( 18h30 les 1er et 3e jeudis du mois ) ;<p><strong>PUBLIC ACCUEILLI</strong> : Tout public</p> <p><strong>SERVICES ET ACTIONS</strong></p> <p><strong>Information, démarches, soutien à l'accès aux droits<br></strong></p> <ul> <li>Permanences d'écrivain public</li> <li>Informations collectives thématiques</li> <li>Actions sociolinguistiques</li> <li>Accompagnement budgétaire</li> <li>Permanences juridiques</li> <li>Aide aux vacances</li> <li>Tarification solidaire TAG</li> <li>Permanence médiateur interculturel</li> <li>Psychologue Point Ecoute</li> <li>Prêt de salles de réunion</li> </ul> <p><strong>Accompagnement social et Prévention</strong></p> <ul> <li>Antenne du Service local de solidarité du Conseil général : action sociale de polyvalence, aide sociale à l'enfance et PMI</li> <li>Centre de planification familiale</li> <li>Service Social personnes Agées (SSPA)</li> <li>Permanence de soins infirmiers</li> </ul> <p><strong>Enfance / Famille</strong></p> <ul> <li>Service de santé scolaire Ville</li> <li>Permanence puéricultrice /médecin PMI (Conseil Général )</li> <li>Permanence garde atypique d'enfants</li> <li>Permanence d'inscription à la Maison de l'Enfance</li> <li>Accompagnement à la scolarité</li> <li>Programme Malin</li> <li>Accompagnement et Aides aux vacances (Sorties et Séjours vacances)</li> <li>Espace familles 0-6 ans</li> <li>Café des Parents</li> <li>Soirées jeux familles</li> </ul> <p><strong>Accès à des dispositifs : vivre et agir ensemble</strong></p> <ul> <li>Paniers solidaires : des paniers de fruits et légumes chaque semaine</li> <li>PASS Culture : cartes et places de spectacles pour sortir ensemble</li> <li>Dispositif Avant'âges</li> </ul> <p><strong>Soutien aux initiatives et projets</strong></p> <ul> <li>Pôle initiation Informatique</li> <li>Soutien à des projets associatifs et d'habitants</li> <li>Pôle d'animation gérontologique et intergénérationnelle : animations et actions en direction des personnes âgées</li> <li>Atelier couture</li> <li>Jardin Collectif</li> <li>Fonds de participation des habitants et aux initiatives d'habitants</li> </ul> <p><strong>Echanges et participation</strong></p> <ul> <li>Démarche participative habitants-professionnels (Forum social, collectifs habitants-professionnels «mieux vivre ensemble », « accueil », « animation de la MDH », « Pass culture »)</li> <li>Réseau d'échanges réciproques de savoirs (RERS)</li> <li>Comité d'usagers</li> </ul> <p><strong>Rencontres et partage</strong></p> <ul> <li>Petit déjeuner du jeudi matin</li> <li>Animations festives (carnaval, brocante, fête du quartier, expositions...)</li> <li>Temps conviviaux et repas partagés</li> </ul> <p><strong>ASSOCIATIONS ET SERVICES HEBERGES</strong></p> <ul> <li>Antenne du Service Local de Solidarité (SLS) du Conseil Général</li> <li>Service de santé scolaire</li> <li>Association l'Age d'or (initiation des retraités à l'informatique )</li> <li>Association Facile (Formation à l'Autonomie et à la Citoyenneté par la Lecture et l'Ecriture) : Actions sociolinguistiques, Pôle informatique</li> <li>CATM (Comité d'animation Teisseire Malherbe ) : atelier couture, animation de quartier</li> </ul>;
44;Poste Eaux-Claires;7 Rue Docteur Schweitzer;;Institutions et Services Publics;Postes;1706;04 38 12 40 10;;;;
101;Bibliothèque Jardin de Ville;1 Place de Gordes;www.bm-grenoble.fr;Culture;Bibliothèques;3103;04 76 44 75 60;bm.jardindeville@bm-grenoble.fr;Mardi : 16h-18h Mercredi : 10h-12h et 14h-18h Jeudi : 16h-18h30 Vendredi : 16h-18h Samedi : 14h-17h Vacances scolaires : du mardi au samedi 14h-17h Fermeture le samedi de Pâques;<p>Pour enfants et adolescents</p> <ul> <li>Livres, presse, livres audio, CD.</li> <li>Consultation d'Internet (3 postes).</li> <li>Salle d'animation pour expositions, rencontres, lectures et contes.</li> <li>Accueil de classes et de groupes sur rendez-vous. </li> </ul> <p>Tram : A et B, arrêt Hubert Dubedout.<br>Parkings payants à proximité.</p>;
1048;Association Loisirs et Culture Malherbe;12 Avenue Malherbe;;Sports et Loisirs;Equipements socioculturels;7114;04 76 25 45 58;clc.malherbe@wanadoo.fr;;Petite enfance. Enfance. Jeunesse. Adultes.;
1391;CaféFamille;3 Rue de Belgrade;;Petite Enfance;Lieu d'accueil parents-enfants;11740;04 76 50 11 00;;;Lieu d'accueil adultes-enfants;
447;EHPA Le Lac;109 Galerie de l'Arlequin;;Personnes âgées;Logements collectifs seniors;9612;04 76 23 32 81;lfpa.le-lac@ccas-grenoble.fr;;<p>Equipement géré par le CCAS. L'admission se fait principalement au bénéfice des personnes capables de vivre de façon indépendante.</p>;
138;Salle Olivier Messiaen;1 Rue du Vieux Temple;;Culture;Théâtres et salles de spectacle;11262;04 76 42 95 48;;De 8h30 à 12h et de 13h30 à 17h30;<p>En plein cœur du centre ville derrière la place Notre Dame, la Salle Olivier Messiaen est un auditorium de 300 places désormais dédié à la musique classique.</p> <p>Il s’agit en réalité de l’ancienne chapelle du couvent fondé au XVII siècle par l’ordre des Minimes. L’édifice qui n’est plus religieux depuis 1901, abrite aujourd’hui notamment les bureaux des Musiciens du Louvre Grenoble.</p> <p>La salle Messiaen accueille les répétitions de l’Orchestre en petite formation, ses concerts de musique de chambre, ainsi que actions d’éveil et de sensibilisation (concerts scolaires, conférences, masterclasses pour les amateurs ou professionnels…). D’autres associations musicales de Grenoble se produisent également à Olivier Messiaen, notamment les orchestres universitaires et les chorales d’amateurs.</p> <p>Dans ce lieu unique, chargé d’histoire, proche de l’école de musique La Saulaie ou de la MJC Allobroges, chacun peut découvrir la musique en train de se construire, et devenir à son tour un peu musicien. </p>;
127;Musée de l'Ancien Evêché;2 Rue Très-Cloîtres;www.ancien-eveche-isere.com;Culture;Musées et centres d'art;10880;04 76 03 15 25;;Lundi-mardi-jeudi-vendredi : 9h-18h Mercredi : 13h-18h / Samedi - dimanche : 11h-18h Fermé les 1er janvier, 1er mai, 25 décembre;<p>Situé au cœur du centre historique de Grenoble, le musée de l'Ancien Évêché est installé dans l'ancien palais des évêques, édifice protégé au titre des monuments historiques. Ce site est mis en valeur par des choix architecturaux contemporains, qui côtoient avec harmonie les témoignages du passé.</p> <p>En sous-sol du musée, le parcours de la visite conduit vers une découverte majeure : les vestiges du baptistère de Grenoble, datés des premiers temps chrétiens, dont la restauration et la restitution évoquent la cérémonie du baptême telle qu'elle se pratiquait au IVe siècle. Une plongée dans le \Grenoble antique et médiéval\ pour s'approcher au plus près du baptistère millénaire. Les étages du palais devenu musée abritent des collections prestigieuses : le croissant de Jade, la mosaïque aux Perruches ou le casque de Vézeronce... Autant d'objets qui, associés aux monuments et sites de l'Isère, témoignent de l'histoire des hommes et du territoire.</p>;
802;Stade Saint Roch;3 Rue du Souvenir;;Sports et Loisirs;Stades;10419;04 76 23 48 00;;Accés libre.;<p>Terrain de football stabilisé.</p>;
732;Maison de la Nature et de l'Environnement;5 Place Bir Hakeim;www.mnei.fr;Espaces verts et nature;Lieux de resssources sur la nature;166;04 76 54 31 62;info@mnei.fr;Contact MNEI : Odile Jacquin 04 76 51 56 74.;"<p>Structure ressource à Grenoble, lieu d'action et de sensibilisation à l'environnement et au développement durable, regroupant une trentaine d’associations locales, départementales et nationales qui ont en commun de travailler sur les thèmes et problématiques environnementales ; une médiathèque Environnement (9000 documents sur multiples supports), renseignements : 04 76 51 56 76.</p>";
190;Marché des peintres et sculpteurs;1 Place d'Apvril;;Marchés et Brocantes;Marchés;8971;;;1er samedi de chaque mois.;<p>Exposition et vente d'œuvres d'art d’environ 70 artistes.</p>;
1905;Micro Crèche Bébédou;7 Rue Saint Joseph;www.crechebebedou.com;Petite Enfance;Espaces Petite Enfance non municipaux;10121;;;;<p>Bébédou, c'est un accueil : pour des enfants de 0 à 3 ans du lundi au vendredi collectif (10 places) régulier, occasionnel ou d'urgence selon les possibilités à temps complet ou partiel de 8h30 à 18h30.</p>;
341;Office Central d'Accueil de Services Etudiants;7 Rue Saint Joseph;;Education;Services éducatifs;10121;04 76 87 69 85;;;;
299;Collège et Lycée Externat Notre-Dame;43 Avenue Marcelin Berthelot;;Education;Enseignement secondaire privé;7358;04 76 86 68 10;;;;
293;Ecole primaire Externat Notre-Dame;43 Avenue Marcelin Berthelot;;Education;Ecoles primaires privées;7358;04 76 86 68 10;;;;
445;Espace Personnes Agées Pinal;2 Rue Pinal;;Personnes âgées;Espaces seniors;9207;04 76 87 14 80;fr.pinal@ccas-grenoble.fr;;Lieu de rencontre et d'expression oeuvrant en collaboration avec les clubs de retraités, des unions de quartier et d'autres associations ou services socio-culturels.;
2009;Capuche Bureau 1;5 Rue Paul Bourget;;Institutions et Services Publics;Bureaux de vote;8804;;;8h - 20h;;
2483;Pôle Animation Gérontologique Intergénérationnel - Secteur 6;7 Rue Henry Duhamel;;Personnes âgées;Espaces seniors;3603;;;;;
502;Centre de planification familiale Antenne Prémol;7 Rue Henry Duhamel;;Santé;Centres de santé;3603;04 76 09 00 28;;Prendre rendez-vous aux horaires suivants:lundi, mardi, mercredi de 8h30 à 12h et de 14h à 17h30, jeudi de 8h30 à 12h, vendredi de 8h30 à 12h et de 14h à 17h.;Consultation d'un médecin le mardi aprés midi et d'une conseillère familiale et conjugale le mardi et le vendredi aprés midi sur rendez-vous.;
499;Relais Assistantes Maternelles Prémol;7 Rue Henry Duhamel;;Petite Enfance;Relais Assistantes Maternelles;3603;04 76 23 17 96;rampre@ccas-grenoble.fr;Informations sur répondeur au 04 76 23 17 96.;Le Relais Assistantes Maternelles est un lieu neutre d'information, d'échanges et de soutien afin de faciliter la vie des familles à la recherche d'une assistante maternelle et/ou plus largement d'un mode de garde, et d'accompagner les assistantes maternelles dans une démarche de professionnalisation.;
143;Théâtre Prémol;7 Rue Henry Duhamel;www.mdhmjctheatre-premol.fr.sitew.com/#Theatre.D;Culture;Théâtres et salles de spectacle;3603;04 76 84 93 34;theatrepremol@wanadoo.fr;;<p>Un théâtre au carrefour des amateurs et des professionnels.</p>;
567;MJC Prémol;7 Rue Henry Duhamel;www.mdhmjctheatre-premol.fr.sitew.com/#MJC.C;Sports et Loisirs;Equipements socioculturels;3603;04 76 33 38 25;mjc.premol@orange.fr;;<p>Jeunesse. Adultes.</p> <p>La MJC Prémol participe au Projet Éducatif de la Ville de Grenoble et acueille les enfants des écoles Christophe Turc, Le Verderet et Marie Reynoard. Le secteur jeunes de la MJC Prémol décline son action au travers de trois grandes activités : danse, guitare et manga. C'est par le biais de cette initiation que les intervenants orientent les enfants vers une dynamique sportive et culturelle divertissante.</p> <p>Accès : Tram A arrêt Arlequin, bus ligne 26 arrêt Reynoard</p>;
403;Maison des Habitants Prémol;7 Rue Henry Duhamel;;Institutions et Services Publics;Services municipaux;3603;04 76 09 00 28;cs.premol@ccas-grenoble.fr;Lundi au Vendredi : 8h30-12h / 14h-17h30 Jeudi : 8h30-12h / 16h-18h;<p><strong>PUBLIC ACCUEILLI</strong> : Tous publics</p> <p><strong>SERVICES ET ACTIVITES PROPOSÉES</strong><br><br><strong>Accès aux droits / Prestations sociales</strong></p> <ul> <li>Permanences juridiques</li> <li>Conciliateur de justice</li> <li>Permanence écrivain public</li> <li>Tarification solidaire TAG</li> <li>Aide socio linguistique</li> <li>Permanence Référentes Familles</li> <li>Psychologue point écoute</li> <li>Dispositif avant' âge</li> <li>Permanence des CESF du Pôle Inclusion Financière</li> </ul> <p><strong>Enfance / Familles</strong></p> <ul> <li>Accompagnement à la scolarité</li> <li>Programme Malin</li> <li>Accompagnement et Aides aux vacances</li> <li>Espace 0-6 ans</li> <li>RAM</li> <li>Consultation planning familiale/médecin PMI</li> <li>Atelier p'tits pots</li> <li>Ludothèque</li> </ul> <p><strong>Développement social / Activités</strong></p> <ul> <li>Paniers solidaires</li> <li>Pass culture</li> <li>Réseau d'Echanges Réciproques de Savoirs</li> <li>Atelier apprentissage du français</li> <li>Accompagnement social</li> <li>Aide socio-linguistique</li> <li>P'tits dèj</li> <li>Atelier couture</li> <li>Jardin collectif</li> <li>Atelier apprentissage du français</li> <li>Pôle informatique</li> <li>Marche active</li> </ul> <p><strong>Autres</strong></p> <ul> <li>Prêt de salles</li> <li>Cadre de vie (autorisation de stationnement, espace public... )</li> </ul> <p><strong>ASSOCIATIONS HEBERGÉES<br></strong>Association l'âge d'or</p>;
105;Bibliothèque Prémol;7 Rue Henry Duhamel;www.bm-grenoble.fr;Culture;Bibliothèques;3603;04 76 09 02 14;bm.premol@bm-grenoble.fr;Mardi: 16h-18h30 Mercredi: 10h-12h et 14h-17h Vendredi: 16h-18h30 Vacances scolaires: mardi, mercredi et vendredi: 10h-12h Fermeture le samedi de Pâques et 3 semaines en août ;<p> </p> <p>Pour enfants.</p> <ul> <li>Livres, presse, livres audio.</li> <li>Consultation d'Internet (2 postes).</li> <li>Salle d'animation pour projections, rencontres, lectures et contes.</li> <li>Accueil de groupes d'enfants, sur rendez-vous.</li> <li>Heure du conte le 2e mercredi du mois à 10h pour les 0-6 ans et 10h30 pour les plus grands.</li> </ul> <p> </p> <p>Tram : A, arrêt Arlequin<br>Bus : ligne C3<br>Parkings gratuits à proximité</p>;
1393;L'Hirondelle;7 Rue Henry Duhamel;;Petite Enfance;Lieu d'accueil parents-enfants;3603;04 76 09 00 28;;;Lieu d'accueil parents-enfants;
1904;Stade Argouges;58 Avenue Washington;;Sports et Loisirs;Stades;16665;;;;;
237;Ecole primaire spécialisée Paul Bert;7 Place Docteur Girard;;Education;Ecoles spécialisées;1527;04 76 42 37 76;;;;
769;Centre de rééducation de l'ouïe et de la parole;7 Place Docteur Girard;;Santé;Centres de rééducation;1527;04 76 42 36 85;;;;
565;MJC Mutualité;10 Rue Joseph Chanrion;mjcmutualite.blogspot.com/;Sports et Loisirs;Equipements socioculturels;5511;04 76 44 71 94;mjc-mutu@wanadoo.fr;;<p>Petite enfance. Enfance. Jeunesse. Adultes.</p> <p>Accès : Tram C arrêt Hôtel de Ville, bus lignes 16, 31 ou 32 arrêt Mutualité</p> <p>La MJC Mutualité participe au Projet Éducatif de la Ville de Grenoble. <br>Le projet éducatif local (PEL) est un temps d'activités après l'école. Il est organisé au sein des locaux de la MJC Mutualité, l'école Menon élémentaire (sites Hébert et Gémond) et de l'école Cornélie Gémond maternelle. Afin de répondre à des attentes variées, les ateliers sont nombreux : théâtre, danse, ateliers créatifs, découverte du cinéma d'animation, taekwondo, escrime, origami, nanbudo, cirque, yoga, théâtre... Les activités du PEL ont lieu en période scolaire du lundi au vendredi de 16h30 à 18h30. Mais les parents peuvent venir chercher leurs enfants à partir de 18h sur les lieux d'activités.</p>;
789;Pôle Musical La Saulaie;55 Avenue Maréchal Randon;;Culture;Lieux d'enseignement artistique;7534;04 76 15 29 33;contact@conservatoire-grenoble.fr;Lundi, mardi : 14h - 20h30 Mercredi : 8h30 - 12h et 13h - 19h30 Jeudi : 13h45 - 20h Vendredi : 14h - 20h Fermé pendant les vacances scolaires;<p>Le pôle musical La Saulaie accueille les activités du Conservatoire National de Région, de l'Harmonie de Grenoble et de l'association Orféo.</p>;
154;Parking couvert Philippeville;5 Rue de Belgrade;www.vincipark.com;Déplacement et Stationnement;Parkings;11743;04 76 87 34 64;;Accessibilité : 24h/24. Accueil : 24h/24 du lundi au dimanche.;<p>519 places.</p>;
873;Alpes Congrès;301 Avenue d'Innsbruck;;Institutions et Services Publics;Tourisme et congrès;3839;;;;;
1447;Terrain mini foot La Fourcade;6 Rue Georges Lafourcade;;Sports et Loisirs;Terrains multisport de plein air;3014;04 76 23 48 00;antonio.gallego@ville-grenoble.fr;Accés libre.;;
64;Maison des Associations;6 Rue Berthe de Boissieux;associations.grenoble.fr;Institutions et Services Publics;Services municipaux;12004;04 76 87 91 90;relation.monde-associatif@ville-grenoble.fr;Horaires d'accueil du public Du lundi au vendredi entre 8h30 et 19h Accueil des associations du lundi au vendredi de 8h30 à 23h, le samedi de 10h à 17h Horaires spécifiques pendant les vacances scolaires;<p>Dans l'histoire de la ville de Grenoble, un maître mot apparaît de façon récurrente : la solidarité. Elle s'inscrit dans différents champs et se manifeste par de nombreuses initiatives. Un des principaux vecteurs pour les mener à bien n'est autre que le milieu associatif.</p> <p>Fidèle à ses idéaux d'entraide et de coopération, Grenoble a choisi d'être aux côtés et de promouvoir les associations qui permettent un réel soutien à la population. <br><br><strong>Le tissu associatif, qu'il se situe dans le domaine culturel, sportif, éducatif, humanitaire, sanitaire ou  social, est un socle incontournable pour le mieux-vivre ensemble.</strong></p> <p>Le bloc cœur poumon de cette aide s'appelle la Maison des Associations (MDA). Certes, c'est un lieu d'hébergement pour certaines d'entre elles mais c'est aussi un lieu ressource pour toutes.</p> <p>Une équipe municipale dynamique vous accueille, vous renseigne, vous propose des formations, peut vous mettre en relation avec des services juridiques ou de communication si besoin en est.</p> <p>La ville de Grenoble tient, avant tout, à œuvrer pour que tous ses citoyens puissent vivre libres, égaux dans un esprit fraternel. Elle respecte la devise de la République en impulsant la création de lieux de parole, et en aidant toute action visant au respect de la démocratie.</p>;
